A,ST_UMUT_CDP,0,0.019390188750442638, 1.6980287193413997  0.13701623169306032 -0.7793195881914823  4.233780997699769  2.184187959584043 -1.9844779446981429  0.45352185152925184  2.6969158346305298  1.1169650091221461  4.24774294291964 -1.6714438844187232 -0.03578533935972139 -1.7226987015878348  3.586684505933274 -2.2046506343060432  3.8141660311232766  0.7227035757501401  1.392337833784496 -4.2374162953851044 
A,ST_UMUT_CDP,1,0.02407006890559952,-3.0795448716894827  2.9799679600523854 -1.9452673950692825  0.14300528355401276  3.470828381008559  0.29135460480240294  0.26817187911531004  3.1835110984586983  0.6323773813253899  0.42878828108220723 -4.126830721419453  0.9208311160822404  2.7842389399667846  1.5500256041485416 -1.516967418546673  0.5039516372185258  1.9996733607961588  2.9630199824174843 -1.5599619208542412 
A,ST_UMUT_CDP,2,0.00953074246271038, 2.6231583884764245 -2.311644836259159  2.4922553305705293 -0.1674908705419922 -0.566351974781309  1.790244092593313 -3.2823617856625162 -3.2753527093561905  0.1556502141460303  2.254286770338809 -2.5762133857949454  0.367730546817012  3.625881175738554 -3.3408257706663482 -3.590313573362296  3.949296394912249  1.3465797679500717  2.609738260522837 -2.5939240857638235 
A,ST_UMUT_CDP,3,0.007934937528829214, 4.5284898700489045  0.745726255461121  2.964636139439511 -3.3783443285537396 -4.991998956047682 -2.9317225001986005 -4.361196348858253 -3.442851010557646  3.0025600440550253 -4.266808803718022 -3.569082102267788 -0.3636220656776068  1.1327606922881515 -0.5218392836023824  2.822820298693162  4.67274075057996 -0.35998099569237585  1.7319172422746423  2.5953912602943072 
A,ST_UMUT_CDP,4,0.05468467803729102, 3.257644630571429 -2.780479418532511  1.3782444714150364 -3.5913333125435374 -3.6158073071121932 -1.8590844470951429  2.026015560004046  1.0397743658733694  3.240536968086282  3.997633954431304  2.977538002579392 -0.26652068988917943  2.5636449587261145  1.929504846732697 -2.8931484810723065  1.90479401709701 -4.2613025262229085  3.1920263506888027  2.391644429575611 
A,ST_UMUT_CDP,5,0.006903056399951699, 1.1683462178712842 -4.015857283379921  2.1480758717190866  0.5450843086067181 -2.435854781759512 -4.634130197516146 -0.43519825779626675  3.3623794794784985 -2.8198630484057094 -1.2530565702036842 -2.7903591090583824  4.860107055492142 -4.28273867454922 -3.894256867901272  0.45799673245348416  0.5600876858729436 -3.6122831743258366  3.416573776447162 -3.8948786498770174 
A,ST_UMUT_CDP,6,0.01049714480283494,-2.330470779678935 -1.8957427209145838  4.136792454155062 -3.5050093924725534 -2.47049991856814 -2.013493139141871  3.116216278111514  0.2757191177293308 -4.566171120274566 -3.371115944087669  0.13712216150942336 -2.825289376753579  4.055385749025918 -4.071911042126006  4.015645421804804 -2.340304600020078  4.954973603097153  3.2731149361029637  1.3612292585800443 
A,ST_UMUT_CDP,7,0.01559599011108042,-4.928329968071275 -0.7821205351606331  0.7795951030265416 -2.310377507483282 -3.941680613821795  4.576036235650751  3.085459403184629  1.8722842806634867 -0.3147004104710094  1.2456431972572437 -4.736851209852988 -3.5165815068502493 -1.295608311508718 -4.3699907171432795 -1.8159840225900514  3.1011892180059384 -4.870291760402226  1.6065477174575218 -0.7980405732418552 
A,ST_UMUT_CDP,8,0.01992440047198926, 3.313004163828687  4.800856802518956  2.24730134838219 -2.9427110299679136 -1.6160695520201172  4.91003804950391  4.903832185906412 -4.901458058303846  2.485794525337229  1.9714028452843504  0.7776854863618086 -2.6002979863288456  2.227652553147294  3.394262008486667  2.09209395122347 -0.990665813798528  4.565014392632641  0.9945070905426956 -1.7437811692620029 
A,ST_UMUT_CDP,9,0.02980653183387662, 2.262653832833122  3.6929439679256504  2.3582612891071584 -0.4082502779274577  3.519875343505497 -2.720582418430112 -3.153563075225352 -0.45096457331313644  2.5986141204346103 -2.7613271387283325 -3.069282175674654  4.203459752414986 -4.6108432819292675 -1.6523312818641567  1.7136628218280539  4.702064061673534  2.4601340499414697  2.1683299603221764 -1.7413522083814028 
A,ST_UMUT_CDP,10,0.006039519504006231, 3.377961740237721  2.551374830745684 -4.605036417110257 -4.3822826472821745  2.012834473034526 -4.838160901615234  3.3236125739329268 -3.4305244181374714  1.1498073079440871 -2.908773594468659  0.7337659908082763  4.1322294118785035  0.8744191205408072  4.708389618707173  0.08509838181003371 -2.185947562547721 -3.411103446238979 -0.13145885476313168  3.7634011361504047 
A,ST_UMUT_CDP,11,0.007945346386814876, 1.7401311411910934  4.937671991744507  2.6486261732951313  4.761951532242591  3.0644410062090284  3.3858036069027495  3.926511269734217 -1.1149505908474677  2.4824421567869326 -4.824278714273013  0.25613598678009986 -4.725394193373252 -0.9799268236197047 -0.004810031385189539  1.8282824894535903  1.1980534523969757 -1.611635652252187  3.562184145896328  4.302407216196157 
A,ST_UMUT_CDP,12,0.012662755558166216,-3.6036952117200363 -4.727005522693764  3.0150823777570466  1.0860925845900518 -4.28906414479497  3.1223031087352062  0.09913075471068655 -3.64683187888154 -4.462692325264779  2.224942364307484 -4.695028331828435 -3.7504736184446887  1.4173636127453086 -0.1051026747338879  4.632161706144135  2.2020045342035655 -1.5837502871369793  2.872655865716909  3.615610314800753 
A,ST_UMUT_CDP,13,0.014654013614917468,-3.7698618361610303 -3.4040569921937305  2.1431329937580434 -1.2221086663941882 -2.1897138876005084 -4.334603956844132 -4.954947573483386 -3.5154740780328697 -0.39214381046432223  2.666878827188981  1.4623478611019216  0.737784562626878  4.325228291319169 -3.70093998669525 -4.244033877332112  2.957674895366397 -3.060480441906872 -0.6034943506799735 -0.6502098896152662 
