A,SR_UMUT_CSP,0,0.014360182627269104, 4.943695503798045 -0.7500672608848005  3.156483957315558 -3.6589381436782684 -4.541320467303067  0.4797133485464835  4.689956449662189 -0.5064826153171698 -1.3163166772453563 -3.9052643384009524  2.656140284131813  2.8089696482276274  3.787449882797697  3.0239227551063834 -2.459738327050979  2.4195284541471125 -2.5498920906702205  3.8378144643470566 -3.247616343877331 
A,SR_UMUT_CSP,1,0.013539941531268076, 2.2246885440464528 -4.41383503399185  3.7983933504230833 -0.1081650712678428 -0.1779448056386057 -2.3646828245006937 -3.213043491818283 -3.1280784599335956  3.8450381749104743  2.061475539264074 -4.735726326044287 -0.7473859116774513  4.925093677521238 -3.013035928450437 -0.2843638146318641  4.358441461859616 -2.5830092020968176  3.4563700171472593 -2.515836895038418 
A,SR_UMUT_CSP,2,0.02184215694237306,-2.5866065714648148 -1.817066178762281  2.4848047147425323  4.902965840315046  4.882643899421108  3.2213428051305506 -2.5780898592852552 -0.11430451476460668  0.7230668001360954  0.4942660544094446  1.7732236581571108 -3.3770925600624113 -4.415001316345802  2.525674820220159 -3.4235869201544764  1.1810656756119915  1.24988558681141  4.177017427141157  0.5307488611330458 
A,SR_UMUT_CSP,3,0.009331169745824992,-2.6039108277760894  0.7130754947110649  1.323172785838298 -2.0306888671236676 -2.0676943509293775  1.056328769480766  0.09066365015865241 -0.7754359197582001  3.7490698192947676 -3.741038027934044 -2.879836234448905 -2.413020401714033  2.5764308803166944  3.754793810824749  4.322530825312107 -1.825310191024716 -3.802802481072096  3.9274184411872675 -3.8260081071203866 
A,SR_UMUT_CSP,4,0.021357915821524808, 1.295576394170829  2.5983482463109127  4.269404266368893  2.889665810246501  3.337347723559187  4.25493385800211  2.0509525623835048 -1.2665107046642343 -4.125757500451757 -1.0009624690159957 -2.7000805101909964  4.119539813757516 -3.817479902543215 -2.5679887871074945 -0.9301367807394092 -0.9294956811495334  4.725485470892918  1.8998405570465362  2.859984434190266 
A,SR_UMUT_CSP,5,0.014099015531854796, 4.312594249552248  0.692365609346516 -1.9296162243231918  2.570670966548687 -2.9890868914738244  4.030974727298267 -3.476589303711193 -2.5761965302236236 -0.5349271218706146  0.30337026796121247 -3.847821133995403 -4.228332163956833  0.2534253918360285 -2.80009859916426 -3.9494022902023893 -4.743141658193282 -2.6855235014975234  1.6289922379987365 -4.083108969893749 
A,SR_UMUT_CSP,6,0.006481369821541643,-4.491293292655035  3.4123247378189348  2.5139053340960738 -2.4048930279888667  2.5622832470208676  3.584083066515305  1.3068701155065545 -3.032976771511965  1.4110722501508688 -0.48836366582753676  3.7272204288401927 -3.765309614477832  0.5511095461071367  2.520240680879101  1.6469553633737108  2.3682227562073956  3.92653429017974 -1.802038486697537 -4.011304335612188 
A,SR_UMUT_CSP,7,0.019977060489784072,-3.069671666455702  4.965993439660538 -4.089696261753286 -4.0657898019973775  0.814916996685751 -1.5075595870078908 -2.270962541619098  1.280905030935421  4.484472160178891 -0.9219944857399778 -3.2554136077682863 -2.3610271566704744 -2.313649889092618  1.479011258159777 -1.863214642848007  3.559526719166154 -4.35189737616904  2.046563108270975 -1.6768712337295733 
A,SR_UMUT_CSP,8,0.019090120865596062, 2.530810721432422 -2.330173613258324  0.5028683254000494 -3.5679665159224774 -3.2138039374307494  2.8280628514544066 -0.4044385835547395 -2.444178762021274 -1.601729017999558  4.472815335142853 -4.537768901355426 -1.2787268649757344 -3.627589108201923 -2.389542782054388  0.4780467740173009 -2.6790792229782836 -0.210700949148376  2.2709457815606413  1.215187818867891 
A,SR_UMUT_CSP,9,0.013937500417842133, 3.264944554711448 -2.4043955871969933 -4.97678967750566 -3.382614635270719  4.434069413927549  3.722076280600092  3.170857184749666  0.5359126908312026 -1.4267093487508022 -4.986058475487099 -3.0094944223265276 -1.8126856240800535  1.847483681817633  1.726769324021756  0.24707605048001735  4.560603872593553  3.661169841702405 -2.3496271896337406  3.676443430074464 
A,SR_UMUT_CSP,10,0.033380681666582514,-1.038453897290228  1.6044787762658057 -3.1144332567572732 -1.4733651867598385  3.412404475123944  0.5856115262916042  0.9687549920701111  1.6160282488337172 -2.5065289668277457  0.7431173868066878  3.407400262052974 -1.3635087396407695 -1.3821160441026512 -3.524122985091034 -2.073301022778259  4.072994977167797  1.399468245597415 -0.8619278627684048 -2.3702399964411147 
A,SR_UMUT_CSP,11,0.00970988296849108, 0.8059094983828547  3.195848979878482  1.990018888695423 -1.3774647000897566 -3.960000006388987 -3.3505545517681123 -0.26422713681680676 -3.6973374147285867  0.04275847773753405  2.330325130376548 -3.820566585297922 -0.06017366949472436  2.127293620720094  2.7642883496002737 -4.1758617681576204 -1.3182824238041224 -2.305862394383007 -0.8655544557797468  2.423123619616611 
A,SR_UMUT_CSP,12,0.014291589808734196, 3.8642680287709457 -4.417471307769894 -4.037144030723954  0.25243953839929745  0.2746012333802277 -3.0779326244108693  3.78367869841664  2.5842635356708277  1.60430214199498  0.23677925449946002 -2.794171305676337 -0.04290271531186196  1.1011116519606539 -2.5598662605174605  2.409836457635958  1.3451861930259135  4.433533878698949  1.1101515083617821  3.512871371243186 
A,SR_UMUT_CSP,13,0.006146983026081431,-1.136433323894571 -1.6896544248755352  2.778586966251253 -2.6112749323669906  4.918076193864566 -1.5871642266733854  0.15884177704644653 -4.754386244007176 -3.1043271313491316 -0.0027722066490873942  3.6465144470716275 -0.05413931319713505 -4.5198374408481445 -1.3217918629478587  0.9379647102933699  1.0278242305733398  0.9512488291468042  4.268430079150562 -0.4609916957878468 
