A,SR_UMUT_CSP,0.01714754499628812
A,SR_NMUT_CDP,0.06090450834020166
A,SR_UMUT_CDP,0.017879763420025764
A,SR_NMUT_CSP,0.05531909477869593
A,ST_UMUT_CSP,0.017211438251734615
A,ST_NMUT_CDP,0.055023039097464685
A,ST_UMUT_CDP,0.01727445046496492
A,ST_NMUT_CSP,0.05979499953095074
B,SR_UMUT_CSP,1.892589837221395E-5
B,SR_NMUT_CDP,2.960877918251356E-4
B,SR_UMUT_CDP,2.2231274336325274E-5
B,SR_NMUT_CSP,2.9077206995874546E-4
B,ST_UMUT_CSP,2.7570404772467604E-5
B,ST_NMUT_CDP,2.899965037515048E-4
B,ST_UMUT_CDP,1.9415804841284483E-5
B,ST_NMUT_CSP,3.24348796546637E-4
C,SR_UMUT_CSP,0.07415127777839164
C,SR_NMUT_CDP,0.15964986634086112
C,SR_UMUT_CDP,0.06500304674757691
C,SR_NMUT_CSP,0.16282454487570294
C,ST_UMUT_CSP,0.06165714730407114
C,ST_NMUT_CDP,0.16550691199473502
C,ST_UMUT_CDP,0.07629043414023645
C,ST_NMUT_CSP,0.1611232132587941
Hidden Layer Count: 6
Population Size: 25
Exit Error: 0.0
Mutation Rate: 0.2
Tournament Selection Number: 2
Elite Population Size: 2
